density,lake_area,survive_percent,reached
0.34066,14400,0.9973730233285117,0.0
0.36064,100,0.9973856171538672,0.0
0.36064,400,0.9971620579187725,0.0
0.36064,900,0.9976731851571137,0.0
0.36064,1600,0.9976111235167006,0.0
0.36064,2500,0.9972494985402646,0.0
0.36064,3600,0.9972325027107021,0.0
0.36064,4900,0.9974133414296614,0.0
0.36064,6400,0.9971780252737421,0.0
0.36064,8100,0.9970941958875209,0.0
0.36064,10000,0.9970570906911741,0.0
0.36064,12100,0.9970391776782835,0.0
0.36064,14400,0.9968489869583282,0.0
0.38062,100,0.9970421895333037,0.0
0.38062,400,0.997054590805162,0.0
0.38062,900,0.9968324407303809,0.0
0.38062,1600,0.9968712937290054,0.0
0.38062,2500,0.9969688595919333,0.0
0.38062,3600,0.9968386845871093,0.0
0.38062,4900,0.9966865157362438,0.0
0.38062,6400,0.9966011448183553,0.0
0.38062,8100,0.9965698337277418,0.0
0.38062,10000,0.9965041306822858,0.0
0.38062,12100,0.9964684460792075,0.0
0.38062,14400,0.9963069172821964,0.0
0.4006,100,0.9962776549094116,0.0
0.4006,400,0.9963766538757716,0.0
0.4006,900,0.996387034837143,0.0
0.4006,1600,0.996430451685796,0.0
0.4006,2500,0.9960303143667331,0.0
0.4006,3600,0.9963404619985817,0.0
0.4006,4900,0.996178169430039,0.0
0.4006,6400,0.9960225950673528,0.0
0.4006,8100,0.9960920306349935,0.0
0.4006,10000,0.9960143058101243,0.0
0.4006,12100,0.9956553237928147,0.0
0.4006,14400,0.995620531132796,0.0
0.42058,100,0.9957160068660785,0.0
0.42058,400,0.9959137419127023,0.0
0.42058,900,0.9958403741322175,0.0
0.42058,1600,0.9956157522120676,0.0
0.42058,2500,0.9954529595374194,0.0
0.42058,3600,0.9954577621529334,0.0
0.42058,4900,0.9956682547458331,0.0
0.42058,6400,0.9950940168599185,0.0
0.42058,8100,0.9954794871541999,0.0
0.42058,10000,0.9952600573178134,0.0
0.42058,12100,0.9949221965370761,0.0
0.42058,14400,0.9949204276113802,0.0
0.44056,100,0.9949879604645563,0.0
0.44056,400,0.9947828233817283,0.0
0.44056,900,0.9949581112467584,0.0
0.44056,1600,0.9948898082808668,0.0
0.44056,2500,0.9949926297185999,0.0
0.44056,3600,0.9947111420280244,0.0
0.44056,4900,0.9943615930321995,0.0
0.44056,6400,0.994361566672611,0.0
0.44056,8100,0.9944159698551752,0.0
0.44056,10000,0.9943987448401351,0.0
0.44056,12100,0.99397916749816,0.0
0.44056,14400,0.9932715347480611,0.0
0.46054,100,0.9938999411468179,0.0
0.46054,400,0.9938347566531963,0.0
0.46054,900,0.9933902138257796,0.0
0.46054,1600,0.9931107468422083,0.0
0.46054,2500,0.9931399515676858,0.0
0.46054,3600,0.9935175872614815,0.0
0.46054,4900,0.9936256889959166,0.0
0.46054,6400,0.9930878426505271,0.0
0.46054,8100,0.9928512327300105,0.0
0.46054,10000,0.9929758201663923,0.0
0.46054,12100,0.9924109275629281,0.0
0.46054,14400,0.9928440124228849,0.0
0.48052000000000006,100,0.9919226870929169,0.0
0.48052000000000006,400,0.9921330750382681,0.0
0.48052000000000006,900,0.9923096379468108,0.0
0.48052000000000006,1600,0.992015414305974,0.0
0.48052000000000006,2500,0.9918967349318433,0.0
0.48052000000000006,3600,0.9918282714382894,0.0
0.48052000000000006,4900,0.9919335107676562,0.0
0.48052000000000006,6400,0.9915240957932313,0.0
0.48052000000000006,8100,0.9914770261697828,0.0
0.48052000000000006,10000,0.9907862656385582,0.0
0.48052000000000006,12100,0.9906375356029308,0.0
0.48052000000000006,14400,0.9908494059543469,0.0
0.5005000000000001,100,0.9895009072273214,0.0
0.5005000000000001,400,0.9900365466049528,0.0
0.5005000000000001,900,0.9889497499254446,0.0
0.5005000000000001,1600,0.9896484625825717,0.0
0.5005000000000001,2500,0.9899858246597082,0.0
0.5005000000000001,3600,0.9894328283273849,0.0
0.5005000000000001,4900,0.9889837367222969,0.0
0.5005000000000001,6400,0.9897292425844346,0.0
0.5005000000000001,8100,0.9892926923919242,0.0
0.5005000000000001,10000,0.9882847718604227,0.0
0.5005000000000001,12100,0.9884080621765939,0.0
0.5005000000000001,14400,0.9871956975863073,0.0
0.52048,100,0.9862809416785342,0.0
0.52048,400,0.9872199429414714,0.0
0.52048,900,0.9856274129814016,0.0
0.52048,1600,0.986231387286687,0.0
0.52048,2500,0.9857236602710662,0.0
0.52048,3600,0.9860313090726314,0.0
0.52048,4900,0.985520472225012,0.0
0.52048,6400,0.9845907504597384,0.0
0.52048,8100,0.9852711602866601,0.0
0.52048,10000,0.984392531064543,0.0
0.52048,12100,0.9825720114317817,0.0
0.52048,14400,0.9826959593471182,0.0
0.54046,100,0.9798103892215089,0.0
0.54046,400,0.9786970249298726,0.0
0.54046,900,0.9784929963196987,0.0
0.54046,1600,0.9783996421695753,0.0
0.54046,2500,0.9786976268851223,0.0
0.54046,3600,0.9780949426947415,0.0
0.54046,4900,0.9793127603887288,0.0
0.54046,6400,0.9772251912360189,0.0
0.54046,8100,0.9770063478197234,0.0
0.54046,10000,0.9765027899683509,0.0
0.54046,12100,0.9730568082154435,0.0
0.54046,14400,0.9751218151722063,0.0
0.56044,100,0.9642011349342271,0.0
0.56044,400,0.9623920527959104,0.0
0.56044,900,0.9619017584342523,0.0
0.56044,1600,0.9632194370045825,0.0
0.56044,2500,0.9629337698522022,0.0
0.56044,3600,0.9589203786112687,0.0
0.56044,4900,0.964760033318587,0.0
0.56044,6400,0.9607750643973566,0.0
0.56044,8100,0.9613962511395697,0.0
0.56044,10000,0.9613718013653548,0.0
0.56044,12100,0.9625934569889097,0.0
0.56044,14400,0.9587266686882673,0.0
0.58042,100,0.8982670074901851,0.0
0.58042,400,0.8759832555025633,0.0
0.58042,900,0.9123197715186904,0.0
0.58042,1600,0.8938667416331061,0.0
0.58042,2500,0.9061861054952197,0.0
0.58042,3600,0.9000824816603282,0.0
0.58042,4900,0.8994398961300883,0.03333333333333333
0.58042,6400,0.903407440514229,0.0
0.58042,8100,0.8868485788929363,0.0
0.58042,10000,0.8973855757693572,0.0
0.58042,12100,0.9000591285201354,0.0
0.58042,14400,0.8951922870700046,0.0
0.6004,100,0.273005104214299,1.0
0.6004,400,0.3058655966953367,0.9666666666666667
0.6004,900,0.33670009001417395,0.9
0.6004,1600,0.37518489879636713,0.8333333333333334
0.6004,2500,0.4076073180641854,0.8
0.6004,3600,0.35989425675219494,0.8666666666666667
0.6004,4900,0.4130981747909098,0.7333333333333333
0.6004,6400,0.5120929362528538,0.6333333333333333
0.6004,8100,0.4213377813893295,0.7
0.6004,10000,0.48907993000403305,0.5
0.6004,12100,0.5538095422633478,0.4666666666666667
0.6004,14400,0.5404716039673335,0.4
0.62038,100,0.11584975405557814,1.0
0.62038,400,0.12030346175485408,1.0
0.62038,900,0.1279454739418385,1.0
0.62038,1600,0.12426606841765281,1.0
0.62038,2500,0.12443971427270778,1.0
0.62038,3600,0.13052638755014262,1.0
0.62038,4900,0.13112376693477248,1.0
0.62038,6400,0.1560397217489607,0.9666666666666667
0.62038,8100,0.1375771322904005,1.0
0.62038,10000,0.15400691264328656,0.9666666666666667
0.62038,12100,0.15801828670591045,1.0
0.62038,14400,0.16084130436955812,1.0
0.64036,100,0.06771645764909581,1.0
0.64036,400,0.0676851483751776,1.0
0.64036,900,0.06905559192128864,1.0
0.64036,1600,0.06917281325731582,1.0
0.64036,2500,0.06907196353428197,1.0
0.64036,3600,0.07172300574008082,1.0
0.64036,4900,0.07222153590002887,1.0
0.64036,6400,0.0746155486624625,1.0
0.64036,8100,0.07449607517497342,1.0
0.64036,10000,0.07842742324232514,1.0
0.64036,12100,0.07625820742958846,1.0
0.64036,14400,0.0877801632467499,1.0
0.66034,100,0.04189830934961559,1.0
0.66034,400,0.04145184753289046,1.0
0.66034,900,0.042702915240206724,1.0
0.66034,1600,0.043090878456698435,1.0
0.66034,2500,0.04379431905512553,1.0
0.66034,3600,0.04358793951123634,1.0
0.66034,4900,0.043862179416219976,1.0
0.66034,6400,0.04546871387639081,1.0
0.66034,8100,0.0451511391187984,1.0
0.66034,10000,0.046163204080334336,1.0
0.66034,12100,0.046162965471843266,1.0
0.66034,14400,0.048427334967645445,1.0
0.68032,100,0.026824817076432615,1.0
0.68032,400,0.02728604859337005,1.0
0.68032,900,0.02741427801789816,1.0
0.68032,1600,0.027839529516264807,1.0
0.68032,2500,0.027709084762582638,1.0
0.68032,3600,0.027902749406901833,1.0
0.68032,4900,0.028344856829688424,1.0
0.68032,6400,0.028419410069538506,1.0
0.68032,8100,0.029412556231880896,1.0
0.68032,10000,0.029170542907967733,1.0
0.68032,12100,0.029938127195369677,1.0
0.68032,14400,0.030474600324768134,1.0
0.7003,100,0.017800790809146618,1.0
0.7003,400,0.017926630595407653,1.0
0.7003,900,0.018214654651798678,1.0
0.7003,1600,0.018063123128533923,1.0
0.7003,2500,0.01831578419535572,1.0
0.7003,3600,0.01844269684820054,1.0
0.7003,4900,0.018705382656658043,1.0
0.7003,6400,0.018329531207295795,1.0
0.7003,8100,0.019375348251173898,1.0
0.7003,10000,0.01922055214150497,1.0
0.7003,12100,0.020356575386683683,1.0
0.7003,14400,0.01925627141818281,1.0
0.72028,100,0.011741466146617236,1.0
0.72028,400,0.011881369150433925,1.0
0.72028,900,0.011664828998786212,1.0
0.72028,1600,0.012025028149250872,1.0
0.72028,2500,0.012310889569604017,1.0
0.72028,3600,0.012149661246924485,1.0
0.72028,4900,0.012395549608572566,1.0
0.72028,6400,0.012857219404294275,1.0
0.72028,8100,0.01256613110546299,1.0
0.72028,10000,0.012790170130336424,1.0
0.72028,12100,0.013192524355082199,1.0
0.72028,14400,0.013326650376072535,1.0
0.74026,100,0.007928303725649776,1.0
0.74026,400,0.007904546328874938,1.0
0.74026,900,0.00777544053824296,1.0
0.74026,1600,0.00799337786499892,1.0
0.74026,2500,0.008011384911768076,1.0
0.74026,3600,0.008043881961152683,1.0
0.74026,4900,0.00814046307055735,1.0
0.74026,6400,0.008321479521308421,1.0
0.74026,8100,0.008472209595446646,1.0
0.74026,10000,0.008694049231268097,1.0
0.74026,12100,0.008765290508695848,1.0
0.74026,14400,0.009050619471296354,1.0
0.76024,100,0.005272876038640759,1.0
0.76024,400,0.0052237962927424815,1.0
0.76024,900,0.0053081215712647515,1.0
0.76024,1600,0.0052668085376592145,1.0
0.76024,2500,0.005402513401896963,1.0
0.76024,3600,0.005379490966621212,1.0
0.76024,4900,0.005449726863875169,1.0
0.76024,6400,0.005464470230517054,1.0
0.76024,8100,0.005640940017062002,1.0
0.76024,10000,0.005501129474654353,1.0
0.76024,12100,0.005685039081047397,1.0
0.76024,14400,0.006212204012062814,1.0
0.78022,100,0.00334040418493235,1.0
0.78022,400,0.0034462293531290346,1.0
0.78022,900,0.0034695055304619082,1.0
0.78022,1600,0.003397112012238206,1.0
0.78022,2500,0.003406490599102315,1.0
0.78022,3600,0.003494538306531436,1.0
0.78022,4900,0.0035959843164778903,1.0
0.78022,6400,0.0035876708888427315,1.0
0.78022,8100,0.0035992990683954263,1.0
0.78022,10000,0.0037413905142623526,1.0
0.78022,12100,0.003943567849447462,1.0
0.78022,14400,0.0038012682312669605,1.0
0.8002,100,0.0021783110344367235,1.0
0.8002,400,0.002176265882319536,1.0
0.8002,900,0.0021743066123242685,1.0
0.8002,1600,0.002175881560249592,1.0
0.8002,2500,0.0021950470546632304,1.0
0.8002,3600,0.002233972944572411,1.0
0.8002,4900,0.0022205507272180626,1.0
0.8002,6400,0.002222488802301087,1.0
0.8002,8100,0.002388790619613927,1.0
0.8002,10000,0.0023917802784166145,1.0
0.8002,12100,0.002468156416103409,1.0
0.8002,14400,0.002462970499599018,1.0
0.82018,100,0.001322716149555821,1.0
0.82018,400,0.0013513126288296176,1.0
0.82018,900,0.001361683195093126,1.0
0.82018,1600,0.0013387278321628187,1.0
0.82018,2500,0.0013484952584946963,1.0
0.82018,3600,0.0014118565302965922,1.0
0.82018,4900,0.0014070272019551684,1.0
0.82018,6400,0.0014879517034310308,1.0
0.82018,8100,0.0015076283369957278,1.0
0.82018,10000,0.0014466628915517363,1.0
0.82018,12100,0.0014937781852058418,1.0
0.82018,14400,0.001630218465096206,1.0
0.84016,100,0.0008064414457567764,1.0
0.84016,400,0.0008110330747999916,1.0
0.84016,900,0.0008193452859783497,1.0
0.84016,1600,0.0008129077469182166,1.0
0.84016,2500,0.0008216531908704217,1.0
0.84016,3600,0.0008146600991433164,1.0
0.84016,4900,0.0008473350303234126,1.0
0.84016,6400,0.0008689335725285084,1.0
0.84016,8100,0.0008488323129221951,1.0
0.84016,10000,0.0008799078965498392,1.0
0.84016,12100,0.0008893775660850248,1.0
0.84016,14400,0.0009115194776210365,1.0
0.86014,100,0.0004450558356315436,1.0
0.86014,400,0.0004459838963364936,1.0
0.86014,900,0.00046593283910821494,1.0
0.86014,1600,0.00047364215043980523,1.0
0.86014,2500,0.00047580618628022785,1.0
0.86014,3600,0.0004947851470914692,1.0
0.86014,4900,0.00047042394052969534,1.0
0.86014,6400,0.00047540416850729646,1.0
0.86014,8100,0.0005104749517715563,1.0
0.86014,10000,0.0004873448786484397,1.0
0.86014,12100,0.0005984224359251407,1.0
0.86014,14400,0.000533794953543728,1.0
0.88012,100,0.00024371674048868493,1.0
0.88012,400,0.00023914327832650565,1.0
0.88012,900,0.00024084604805919073,1.0
0.88012,1600,0.0002695014520260552,1.0
0.88012,2500,0.00026119129400090866,1.0
0.88012,3600,0.00026892700481812287,1.0
0.88012,4900,0.00024753251189874406,1.0
0.88012,6400,0.00031713521389433716,1.0
0.88012,8100,0.00025265047026756213,1.0
0.88012,10000,0.0002813050437137394,1.0
0.88012,12100,0.0002946881618934307,1.0
0.88012,14400,0.0003123811514769947,1.0
0.9001,100,0.00011725300437569003,1.0
0.9001,400,0.00011691433095412146,1.0
0.9001,900,0.00011826040800252479,1.0
0.9001,1600,0.00011868435982594446,1.0
0.9001,2500,0.00014268611141568578,1.0
0.9001,3600,0.0001338436772639165,1.0
0.9001,4900,0.00013410417839145497,1.0
0.9001,6400,0.00014967785151678172,1.0
0.9001,8100,0.00014415685504040485,1.0
0.9001,10000,0.0001497016920090883,1.0
0.9001,12100,0.00014096832651075975,1.0
0.9001,14400,0.00019385634090329798,1.0
0.92008,100,4.5485315487565355e-05,1.0
0.92008,400,4.7788212247113254e-05,1.0
0.92008,900,4.94277497513424e-05,1.0
0.92008,1600,5.3365795765757334e-05,1.0
0.92008,2500,5.047254746883024e-05,1.0
0.92008,3600,5.638743613349319e-05,1.0
0.92008,4900,6.601388862171018e-05,1.0
0.92008,6400,8.196494953845399e-05,1.0
0.92008,8100,6.133934746647889e-05,1.0
0.92008,10000,6.42442130530645e-05,1.0
0.92008,12100,6.922898074269956e-05,1.0
0.92008,14400,6.431436081056847e-05,1.0
0.94006,100,1.2623981337490435e-05,1.0
0.94006,400,1.5542196015896654e-05,1.0
0.94006,900,1.3465179255676684e-05,1.0
0.94006,1600,1.4308696632782114e-05,1.0
0.94006,2500,2.3360985605334197e-05,1.0
0.94006,3600,1.3040370757339994e-05,1.0
0.94006,4900,2.281292162487223e-05,1.0
0.94006,6400,1.8711066765302804e-05,1.0
0.94006,8100,1.2417339146309772e-05,1.0
0.94006,10000,3.389021073299569e-05,1.0
0.94006,12100,2.915377590540982e-05,1.0
0.94006,14400,3.3209560905090807e-05,1.0
0.9600400000000001,100,3.588530128533913e-06,1.0
0.9600400000000001,400,4.273042314580525e-06,1.0
0.9600400000000001,900,3.632397056867668e-06,1.0
0.9600400000000001,1600,2.1770554383313396e-06,1.0
0.9600400000000001,2500,2.897569300439091e-06,1.0
0.9600400000000001,3600,3.3656003145283174e-06,1.0
0.9600400000000001,4900,1.534441381276034e-05,1.0
0.9600400000000001,6400,1.3231196301999027e-05,1.0
0.9600400000000001,8100,1.2095255622386506e-05,1.0
0.9600400000000001,10000,1.6866709919731725e-05,1.0
0.9600400000000001,12100,3.0307469331733258e-06,1.0
0.9600400000000001,14400,4.625733397112993e-06,1.0
0.9800200000000001,100,2.604487141475263e-07,1.0
0.9800200000000001,400,1.3078101112030938e-07,1.0
0.9800200000000001,900,1.3183098740091254e-07,1.0
0.9800200000000001,1600,0.0,1.0
0.9800200000000001,2500,5.948583171492651e-06,1.0
0.9800200000000001,3600,6.329062118621306e-06,1.0
0.9800200000000001,4900,7.732165330948596e-06,1.0
0.9800200000000001,6400,1.434561748558624e-07,1.0
0.9800200000000001,8100,7.999328524193253e-06,1.0
0.9800200000000001,10000,3.720123095510345e-06,1.0
0.9800200000000001,12100,1.7022487080280417e-05,1.0
0.9800200000000001,14400,1.6656408506207974e-05,1.0
1.0,100,0.0,1.0
1.0,400,0.0,1.0
1.0,900,0.0,1.0
1.0,1600,0.0,1.0
1.0,2500,0.0,1.0
1.0,3600,0.0,1.0
1.0,4900,0.0,1.0
1.0,6400,0.0,1.0
1.0,8100,0.0,1.0
1.0,10000,0.0,1.0
1.0,12100,0.0,1.0
1.0,14400,0.0,1.0
