density,angle,survive_percent,reached
0.001,-90.0,1.0,0.0
0.001,-78.75,1.0,0.0
0.001,-67.5,1.0,0.0
0.001,-56.25,1.0,0.0
0.001,-45.0,1.0,0.0
0.001,-33.75,1.0,0.0
0.001,-22.500000000000004,1.0,0.0
0.001,-11.25,1.0,0.0
0.001,0.0,1.0,0.0
0.020980000000000002,-90.0,1.0,0.0
0.020980000000000002,-78.75,0.9999938646542733,0.0
0.020980000000000002,-67.5,0.9999816003231855,0.0
0.020980000000000002,-56.25,0.9999882376629183,0.0
0.020980000000000002,-45.0,0.9999818418983459,0.0
0.020980000000000002,-33.75,0.9999695359273022,0.0
0.020980000000000002,-22.500000000000004,0.9999758373322878,0.0
0.020980000000000002,-11.25,0.9999818158409561,0.0
0.020980000000000002,0.0,0.9999574112865075,0.0
0.04096,-90.0,0.9999657039946012,0.0
0.04096,-78.75,0.9999720671137544,0.0
0.04096,-67.5,0.9999533539611204,0.0
0.04096,-56.25,0.9999812470152778,0.0
0.04096,-45.0,0.999959787130828,0.0
0.04096,-33.75,0.9999595065991863,0.0
0.04096,-22.500000000000004,0.999975091599489,0.0
0.04096,-11.25,0.9999533292676855,0.0
0.04096,0.0,0.999888046233965,0.0
0.06094000000000001,-90.0,0.9999476055000521,0.0
0.06094000000000001,-78.75,0.9999686564113048,0.0
0.06094000000000001,-67.5,0.9999540687679058,0.0
0.06094000000000001,-56.25,0.9999414095730611,0.0
0.06094000000000001,-45.0,0.999956118212512,0.0
0.06094000000000001,-33.75,0.9999455086418687,0.0
0.06094000000000001,-22.500000000000004,0.9999288683072599,0.0
0.06094000000000001,-11.25,0.9999478840081191,0.0
0.06094000000000001,0.0,0.9998845967054215,0.0
0.08092,-90.0,0.9999056121393234,0.0
0.08092,-78.75,0.9999448288104166,0.0
0.08092,-67.5,0.9999292633927251,0.0
0.08092,-56.25,0.9999401542435674,0.0
0.08092,-45.0,0.9999337950800828,0.0
0.08092,-33.75,0.9999306717864138,0.0
0.08092,-22.500000000000004,0.9999165072294549,0.0
0.08092,-11.25,0.9999228824883574,0.0
0.08092,0.0,0.9998080160248289,0.0
0.1009,-90.0,0.9999015396224668,0.0
0.1009,-78.75,0.9999254772456004,0.0
0.1009,-67.5,0.9999001148146764,0.0
0.1009,-56.25,0.9998874936303056,0.0
0.1009,-45.0,0.9998951848501447,0.0
0.1009,-33.75,0.9999152483424539,0.0
0.1009,-22.500000000000004,0.999884993102832,0.0
0.1009,-11.25,0.9999040005013513,0.0
0.1009,0.0,0.9997515935458663,0.0
0.12088000000000002,-90.0,0.9998917355125839,0.0
0.12088000000000002,-78.75,0.9998862150904257,0.0
0.12088000000000002,-67.5,0.9998810558459987,0.0
0.12088000000000002,-56.25,0.9998862299836478,0.0
0.12088000000000002,-45.0,0.999855565519015,0.0
0.12088000000000002,-33.75,0.9998712821174822,0.0
0.12088000000000002,-22.500000000000004,0.9998408344915451,0.0
0.12088000000000002,-11.25,0.9998789612785408,0.0
0.12088000000000002,0.0,0.9997202379510056,0.0
0.14086,-90.0,0.9998634643286831,0.0
0.14086,-78.75,0.9998255745335766,0.0
0.14086,-67.5,0.9998616391772973,0.0
0.14086,-56.25,0.9998524813351277,0.0
0.14086,-45.0,0.999829880829721,0.0
0.14086,-33.75,0.99984172686507,0.0
0.14086,-22.500000000000004,0.9998551224277008,0.0
0.14086,-11.25,0.9998219784845054,0.0
0.14086,0.0,0.9996041744775204,0.0
0.16084,-90.0,0.9998350895220831,0.0
0.16084,-78.75,0.9998256702006457,0.0
0.16084,-67.5,0.9998326800052092,0.0
0.16084,-56.25,0.9998147831599643,0.0
0.16084,-45.0,0.9998264570851005,0.0
0.16084,-33.75,0.999816102569084,0.0
0.16084,-22.500000000000004,0.9998061079076774,0.0
0.16084,-11.25,0.9998073523986543,0.0
0.16084,0.0,0.9995240868918912,0.0
0.18082,-90.0,0.9998129395945364,0.0
0.18082,-78.75,0.9997874434683897,0.0
0.18082,-67.5,0.9998318105041649,0.0
0.18082,-56.25,0.9998070167636597,0.0
0.18082,-45.0,0.9998040905511165,0.0
0.18082,-33.75,0.9997914482511278,0.0
0.18082,-22.500000000000004,0.9997754774537817,0.0
0.18082,-11.25,0.9997769795670686,0.0
0.18082,0.0,0.9995091290341905,0.0
0.2008,-90.0,0.9997760250801051,0.0
0.2008,-78.75,0.9997442923362609,0.0
0.2008,-67.5,0.999788544138603,0.0
0.2008,-56.25,0.9997603546073522,0.0
0.2008,-45.0,0.9997314002744208,0.0
0.2008,-33.75,0.9997714896840165,0.0
0.2008,-22.500000000000004,0.9997356239371188,0.0
0.2008,-11.25,0.9997483049574029,0.0
0.2008,0.0,0.9994079733717741,0.0
0.22078,-90.0,0.9997483811969435,0.0
0.22078,-78.75,0.9997635198811647,0.0
0.22078,-67.5,0.9997740457600891,0.0
0.22078,-56.25,0.9997463089281226,0.0
0.22078,-45.0,0.9997262141706907,0.0
0.22078,-33.75,0.9997462325084095,0.0
0.22078,-22.500000000000004,0.9997152879983435,0.0
0.22078,-11.25,0.9997154141762228,0.0
0.22078,0.0,0.9993054900946443,0.0
0.24076000000000003,-90.0,0.9997359234519355,0.0
0.24076000000000003,-78.75,0.9997289371578113,0.0
0.24076000000000003,-67.5,0.9997346235850609,0.0
0.24076000000000003,-56.25,0.999692596365642,0.0
0.24076000000000003,-45.0,0.9997015526536054,0.0
0.24076000000000003,-33.75,0.9997217192809991,0.0
0.24076000000000003,-22.500000000000004,0.9996848670875169,0.0
0.24076000000000003,-11.25,0.9996910663334317,0.0
0.24076000000000003,0.0,0.9992025580112815,0.0
0.26074,-90.0,0.9996689420660176,0.0
0.26074,-78.75,0.9996666171056859,0.0
0.26074,-67.5,0.999690790283516,0.0
0.26074,-56.25,0.9996847893208629,0.0
0.26074,-45.0,0.9996603708157266,0.0
0.26074,-33.75,0.9996354530144564,0.0
0.26074,-22.500000000000004,0.9996381474922071,0.0
0.26074,-11.25,0.9996319538502193,0.0
0.26074,0.0,0.9990380529654651,0.0
0.28072,-90.0,0.9996060776662702,0.0
0.28072,-78.75,0.99963920229257,0.0
0.28072,-67.5,0.9996725946535956,0.0
0.28072,-56.25,0.9996446697789954,0.0
0.28072,-45.0,0.9996501404438533,0.0
0.28072,-33.75,0.9996230328566843,0.0
0.28072,-22.500000000000004,0.9996154157389693,0.0
0.28072,-11.25,0.9996169286596006,0.0
0.28072,0.0,0.998999825056319,0.0
0.3007,-90.0,0.999619237929801,0.0
0.3007,-78.75,0.9996148238032101,0.0
0.3007,-67.5,0.9996249456659982,0.0
0.3007,-56.25,0.9995870035027086,0.0
0.3007,-45.0,0.9996073319083539,0.0
0.3007,-33.75,0.9995566620293569,0.0
0.3007,-22.500000000000004,0.9995466900853701,0.0
0.3007,-11.25,0.9995275732322892,0.0
0.3007,0.0,0.9988130173976617,0.0
0.32068,-90.0,0.9995751354808209,0.0
0.32068,-78.75,0.9995508969100978,0.0
0.32068,-67.5,0.999513949172777,0.0
0.32068,-56.25,0.9995601386287305,0.0
0.32068,-45.0,0.9995395251792216,0.0
0.32068,-33.75,0.9995449198512858,0.0
0.32068,-22.500000000000004,0.9994960930759593,0.0
0.32068,-11.25,0.9994908612594222,0.0
0.32068,0.0,0.9986534678148503,0.0
0.34066,-90.0,0.9995396591407506,0.0
0.34066,-78.75,0.9994913469281477,0.0
0.34066,-67.5,0.9995085650614038,0.0
0.34066,-56.25,0.9995316484239989,0.0
0.34066,-45.0,0.9995287097751228,0.0
0.34066,-33.75,0.999498581882452,0.0
0.34066,-22.500000000000004,0.99945338004893,0.0
0.34066,-11.25,0.999468068245538,0.0
0.34066,0.0,0.9984814665731796,0.0
0.36064,-90.0,0.9995056640691076,0.0
0.36064,-78.75,0.9994917983677216,0.0
0.36064,-67.5,0.9994842122247556,0.0
0.36064,-56.25,0.9994882226839226,0.0
0.36064,-45.0,0.9994338602976536,0.0
0.36064,-33.75,0.9994578333049186,0.0
0.36064,-22.500000000000004,0.9994495868817127,0.0
0.36064,-11.25,0.9993828155312628,0.0
0.36064,0.0,0.9984218475089046,0.0
0.38062,-90.0,0.9994295319486095,0.0
0.38062,-78.75,0.9994266904964452,0.0
0.38062,-67.5,0.9994324179815428,0.0
0.38062,-56.25,0.999420534111543,0.0
0.38062,-45.0,0.9994700204650641,0.0
0.38062,-33.75,0.9994059717802367,0.0
0.38062,-22.500000000000004,0.9993419515843528,0.0
0.38062,-11.25,0.999320402931735,0.0
0.38062,0.0,0.998168089479086,0.0
0.4006,-90.0,0.9993746922281324,0.0
0.4006,-78.75,0.9993667821709943,0.0
0.4006,-67.5,0.9993729625754888,0.0
0.4006,-56.25,0.999371740816147,0.0
0.4006,-45.0,0.999316182238006,0.0
0.4006,-33.75,0.9993283828496267,0.0
